District,Date,Confirmed,Recovered,Active,Death
allapuzha,24-01-2022,1165,753,9183,4
allapuzha,25-01-2022,2561,822,10873,49
allapuzha,26-01-2022,2506,1043,12325,11
allapuzha,27-01-2022,2291,1264,13347,5
allapuzha,28-01-2022,2323,1907,13674,89
allapuzha,29-01-2022,2213,1785,14023,79
allapuzha,30-01-2022,2861,2018,14842,24
allapuzha,31-01-2022,2074,1541,15193,182
allapuzha,01-02-2022,2967,1114,16903,143
allapuzha,02-02-2022,2939,2406,17421,15
allapuzha,03-02-2022,3010,2459,17916,56
allapuzha,04-02-2022,2610,2205,18290,31
allapuzha,05-02-2022,2023,2287,17982,44
allapuzha,06-02-2022,1609,2196,17367,28
allapuzha,07-02-2022,1109,2802,15646,28
allapuzha,08-02-2022,1559,2182,14995,28
allapuzha,09-02-2022,1405,2861,13520,19
allapuzha,10-02-2022,1025,2869,11631,45
allapuzha,11-02-2022,1036,2959,9689,19
allapuzha,12-02-2022,1006,2672,8014,9
allapuzha,13-02-2022,640,1990,6664,0
allapuzha,14-02-2022,558,1650,5566,6
allapuzha,15-02-2022,754,1058,5235,27
allapuzha,16-02-2022,578,1577,4209,27
allapuzha,17-02-2022,567,1360,3368,48
allapuzha,18-02-2022,486,1013,2838,3
allapuzha,19-02-2022,363,995,2169,37
allapuzha,20-02-2022,321,1003,1484,3
allapuzha,21-02-2022,224,634,1068,6
allapuzha,22-02-2022,338,545,848,13
allapuzha,23-02-2022,282,748,376,6
kottayam,10-03-2020,2,0,2,0
kottayam,24-03-2020,1,0,3,0
kottayam,28-03-2020,0,2,1,0
kottayam,03-04-2020,0,1,0,0
kottayam,22-04-2020,1,0,1,0
kottayam,23-04-2020,2,0,3,0
kottayam,25-04-2020,3,0,6,0
kottayam,26-04-2020,5,0,11,0
kottayam,27-04-2020,6,0,17,0
kottayam,04-05-2020,0,12,5,0
kottayam,06-05-2020,0,5,0,0
kottayam,12-05-2020,1,0,1,0
kottayam,13-05-2020,1,0,2,0
kottayam,18-05-2020,2,0,4,0
kottayam,21-05-2020,3,1,6,0
kottayam,22-05-2020,2,0,8,0
kottayam,23-05-2020,2,1,9,0
kottayam,25-05-2020,2,0,11,0
kottayam,26-05-2020,6,1,16,0
kottayam,28-05-2020,3,0,19,0
kottayam,29-05-2020,1,0,20,0
kottayam,30-05-2020,1,1,20,0
kottayam,01-06-2020,0,3,17,0
kottayam,02-06-2020,6,7,16,0
kottayam,03-06-2020,8,3,21,0
kottayam,04-06-2020,5,0,26,0
kottayam,05-06-2020,1,0,27,0
kottayam,06-06-2020,2,0,29,0
kottayam,07-06-2020,3,1,31,0
kottayam,08-06-2020,3,0,34,0
kottayam,09-06-2020,8,2,40,0
kottayam,10-06-2020,3,2,41,0
kottayam,11-06-2020,2,0,43,0
kottayam,12-06-2020,3,1,45,0
kottayam,13-06-2020,1,2,44,0
kottayam,14-06-2020,3,2,45,0
kottayam,15-06-2020,10,0,55,0
kottayam,16-06-2020,4,3,56,0
kottayam,17-06-2020,4,3,57,0
kottayam,18-06-2020,11,2,66,0
kottayam,19-06-2020,7,6,67,0
kottayam,20-06-2020,11,0,78,0
kottayam,21-06-2020,10,3,85,0
kottayam,22-06-2020,13,4,94,0
kottayam,23-06-2020,8,12,90,0
kottayam,24-06-2020,7,3,94,0
kottayam,25-06-2020,2,2,94,0
kottayam,26-06-2020,18,2,110,0
kottayam,27-06-2020,15,7,118,0
kottayam,28-06-2020,5,6,117,0
kottayam,29-06-2020,0,8,109,0
kottayam,30-06-2020,3,6,106,0
kottayam,01-07-2020,4,6,104,0
kottayam,02-07-2020,9,1,112,0
kottayam,03-07-2020,14,16,110,0
kottayam,04-07-2020,6,10,106,0
kottayam,05-07-2020,8,5,109,0
kottayam,06-07-2020,6,11,104,0
kottayam,07-07-2020,3,1,106,0
kottayam,08-07-2020,17,0,123,0
kottayam,09-07-2020,7,8,122,0
kottayam,10-07-2020,7,9,120,0
kottayam,11-07-2020,15,6,129,0
kottayam,12-07-2020,12,1,140,0
kottayam,13-07-2020,10,12,138,0
kottayam,14-07-2020,25,5,158,0
kottayam,15-07-2020,25,13,170,0
kottayam,16-07-2020,13,7,176,0
kottayam,17-07-2020,39,6,209,0
kottayam,18-07-2020,16,6,219,0
kottayam,19-07-2020,20,9,230,0
kottayam,20-07-2020,46,17,259,0
kottayam,21-07-2020,39,10,288,0
kottayam,22-07-2020,51,12,327,0
kottayam,23-07-2020,80,25,382,0
kottayam,24-07-2020,50,74,358,0
kottayam,25-07-2020,77,49,386,0
kottayam,26-07-2020,54,37,403,0
kottayam,27-07-2020,59,13,448,1
kottayam,28-07-2020,118,20,546,0
kottayam,29-07-2020,29,28,547,0
kottayam,30-07-2020,29,49,527,0
kottayam,31-07-2020,89,65,551,0
kottayam,01-08-2020,47,57,541,0
kottayam,02-08-2020,70,39,572,0
kottayam,03-08-2020,35,55,552,0
kottayam,04-08-2020,23,107,468,0
kottayam,05-08-2020,51,47,472,0
kottayam,06-08-2020,40,54,458,0
kottayam,07-08-2020,37,71,424,0
kottayam,08-08-2020,15,60,379,0
kottayam,09-08-2020,139,56,462,0
kottayam,10-08-2020,40,55,447,0
kottayam,11-08-2020,24,47,424,0
kottayam,12-08-2020,76,23,476,1
kottayam,13-08-2020,53,17,512,0
kottayam,14-08-2020,101,48,565,0
kottayam,15-08-2020,39,45,559,0
kottayam,16-08-2020,100,61,598,0
kottayam,17-08-2020,89,46,641,0
kottayam,18-08-2020,93,48,686,0
kottayam,19-08-2020,203,54,835,0
kottayam,20-08-2020,124,29,930,0
kottayam,21-08-2020,136,93,973,0
kottayam,22-08-2020,104,92,985,0
kottayam,23-08-2020,106,72,1019,0
kottayam,24-08-2020,89,63,1044,1
kottayam,25-08-2020,86,67,1063,0
kottayam,26-08-2020,137,59,1141,0
kottayam,27-08-2020,189,74,1256,0
kottayam,28-08-2020,126,82,1300,0
kottayam,29-08-2020,139,120,1319,0
kottayam,30-08-2020,223,72,1470,0
kottayam,31-08-2020,86,90,1466,0
kottayam,01-09-2020,62,115,1413,0
kottayam,02-09-2020,145,69,1489,0
kottayam,03-09-2020,160,117,1532,0
kottayam,04-09-2020,178,117,1593,0
kottayam,05-09-2020,119,121,1591,0
kottayam,06-09-2020,195,130,1656,0
kottayam,07-09-2020,154,115,1695,0
kottayam,08-09-2020,168,133,1730,0
kottayam,09-09-2020,196,91,1835,0
kottayam,10-09-2020,217,106,1946,0
kottayam,11-09-2020,221,89,2078,0
kottayam,12-09-2020,166,138,2106,0
kottayam,13-09-2020,196,125,2177,0
kottayam,14-09-2020,122,121,2178,0
kottayam,15-09-2020,192,138,2232,0
kottayam,16-09-2020,187,131,2288,0
kottayam,17-09-2020,204,120,2372,0
kottayam,18-09-2020,225,112,2485,0
kottayam,19-09-2020,263,119,2629,0
kottayam,20-09-2020,274,121,2777,5
kottayam,21-09-2020,156,136,2797,0
kottayam,22-09-2020,169,114,2852,0
kottayam,23-09-2020,262,275,2839,0
kottayam,24-09-2020,341,130,3050,0
kottayam,25-09-2020,322,193,3175,4
kottayam,26-09-2020,389,163,3401,0
kottayam,27-09-2020,426,123,3703,1
kottayam,28-09-2020,213,122,3791,3
kottayam,29-09-2020,336,157,3968,2
kottayam,30-09-2020,442,128,4281,1
kottayam,01-10-2020,340,148,4473,0
kottayam,02-10-2020,432,174,4727,4
kottayam,03-10-2020,342,202,4867,0
kottayam,04-10-2020,474,318,5023,0
kottayam,05-10-2020,354,400,4975,2
kottayam,06-10-2020,427,361,5038,3
kottayam,07-10-2020,490,453,5075,0
kottayam,08-10-2020,231,375,4931,0
kottayam,09-10-2020,522,452,5000,1
kottayam,10-10-2020,523,173,5350,0
kottayam,11-10-2020,417,161,5604,2
kottayam,12-10-2020,382,455,5531,0
kottayam,13-10-2020,476,480,5527,0
kottayam,14-10-2020,350,143,5734,0
kottayam,15-10-2020,495,178,6051,0
kottayam,16-10-2020,432,246,6237,0
kottayam,17-10-2020,411,217,6428,3
kottayam,18-10-2020,514,216,6726,0
kottayam,19-10-2020,180,200,6706,0
kottayam,20-10-2020,473,404,6775,0
kottayam,21-10-2020,526,404,6897,0
kottayam,22-10-2020,332,167,7061,1
kottayam,23-10-2020,426,172,7310,5
kottayam,24-10-2020,458,517,7249,2
kottayam,25-10-2020,386,299,7335,1
kottayam,26-10-2020,194,191,7336,1
kottayam,27-10-2020,395,236,7495,0
kottayam,28-10-2020,594,1020,7069,0
kottayam,29-10-2020,389,1050,6408,0
kottayam,30-10-2020,367,1007,5766,2
kottayam,31-10-2020,584,743,5605,2
kottayam,01-11-2020,434,474,5565,0
kottayam,02-11-2020,246,334,5476,1
kottayam,03-11-2020,507,641,5340,2
kottayam,04-11-2020,571,470,5441,0
kottayam,05-11-2020,479,480,5440,0
kottayam,06-11-2020,461,777,5124,0
kottayam,07-11-2020,500,612,5011,1
kottayam,08-11-2020,406,623,4794,0
kottayam,09-11-2020,203,423,4573,0
kottayam,10-11-2020,426,361,4634,4
kottayam,11-11-2020,580,353,4855,6
kottayam,12-11-2020,344,394,4804,1
kottayam,13-11-2020,347,317,4831,3
kottayam,14-11-2020,425,215,5035,6
kottayam,15-11-2020,266,470,4831,0
kottayam,16-11-2020,165,683,4313,0
kottayam,17-11-2020,429,501,4240,1
kottayam,18-11-2020,373,776,3833,4
kottayam,19-11-2020,342,402,3771,2
kottayam,20-11-2020,423,301,3892,1
kottayam,21-11-2020,423,271,4042,2
kottayam,22-11-2020,355,528,3869,0
kottayam,23-11-2020,279,175,3970,3
kottayam,24-11-2020,461,463,3966,2
kottayam,25-11-2020,450,436,3977,3
kottayam,26-11-2020,425,204,4197,1
kottayam,27-11-2020,346,202,4337,4
kottayam,28-11-2020,629,512,4453,1
kottayam,29-11-2020,399,215,4632,5
kottayam,30-11-2020,243,156,4716,3
kottayam,01-12-2020,585,399,4900,2
kottayam,02-12-2020,537,264,5170,3
kottayam,03-12-2020,337,377,5130,0
kottayam,04-12-2020,570,500,5194,6
kottayam,05-12-2020,567,588,5172,1
kottayam,06-12-2020,387,613,4945,1
kottayam,07-12-2020,202,354,4791,2
kottayam,08-12-2020,695,460,5020,6
kottayam,09-12-2020,497,311,5206,0
kottayam,10-12-2020,346,312,5239,1
kottayam,11-12-2020,326,243,5320,2
kottayam,12-12-2020,593,387,5524,2
kottayam,13-12-2020,416,455,5485,0
kottayam,14-12-2020,252,352,5384,1
kottayam,15-12-2020,758,440,5702,0
kottayam,16-12-2020,568,409,5861,0
kottayam,17-12-2020,505,576,5789,1
kottayam,18-12-2020,538,463,5864,0
kottayam,19-12-2020,578,462,5978,2
kottayam,20-12-2020,905,415,6466,2
kottayam,21-12-2020,217,511,6170,2
kottayam,22-12-2020,760,474,6456,0
kottayam,23-12-2020,642,530,6566,1
kottayam,24-12-2020,498,493,6569,2
kottayam,25-12-2020,599,485,6683,0
kottayam,26-12-2020,250,413,6518,2
kottayam,27-12-2020,509,239,6786,2
kottayam,28-12-2020,241,301,6726,0
kottayam,29-12-2020,777,581,6920,2
kottayam,30-12-2020,542,517,6941,4
kottayam,31-12-2020,481,384,7038,0
kottayam,01-01-2021,477,480,7033,2
kottayam,02-01-2021,540,893,6680,0
kottayam,03-01-2021,408,499,6585,3
kottayam,04-01-2021,263,800,6048,0
kottayam,05-01-2021,715,707,6054,2
kottayam,06-01-2021,555,736,5873,0
kottayam,07-01-2021,515,349,6039,0
kottayam,08-01-2021,462,545,5952,3
kottayam,09-01-2021,574,920,5604,2
kottayam,10-01-2021,345,470,5476,3
kottayam,11-01-2021,321,193,5604,0
kottayam,12-01-2021,709,850,5462,1
kottayam,13-01-2021,589,548,5502,1
kottayam,14-01-2021,459,429,5531,1
kottayam,15-01-2021,567,574,5523,1
kottayam,16-01-2021,552,586,5486,2
kottayam,17-01-2021,399,367,5517,1
kottayam,18-01-2021,308,109,5715,1
kottayam,19-01-2021,674,126,6263,0
kottayam,20-01-2021,704,314,6652,1
kottayam,21-01-2021,647,697,6601,1
kottayam,22-01-2021,581,900,6281,1
kottayam,23-01-2021,702,403,6580,0
kottayam,24-01-2021,622,320,6881,1
kottayam,25-01-2021,311,439,6753,0
kottayam,26-01-2021,638,564,6827,0
kottayam,27-01-2021,517,288,7056,0
kottayam,28-01-2021,522,482,7095,1
kottayam,29-01-2021,623,639,7075,4
kottayam,30-01-2021,487,1415,6147,0
kottayam,31-01-2021,511,424,6234,0
kottayam,01-02-2021,302,681,5855,0
kottayam,02-02-2021,621,496,5980,0
kottayam,03-02-2021,588,341,6226,1
kottayam,04-02-2021,450,829,5847,0
kottayam,05-02-2021,458,466,5837,2
kottayam,06-02-2021,512,1050,5298,1
kottayam,07-02-2021,639,709,5228,0
kottayam,08-02-2021,363,461,5130,0
kottayam,09-02-2021,555,1194,4491,0
kottayam,10-02-2021,575,234,4831,1
kottayam,11-02-2021,383,502,4708,3
kottayam,12-02-2021,565,374,4899,0
kottayam,13-02-2021,376,306,4968,1
kottayam,14-02-2021,532,297,5203,0
kottayam,15-02-2021,289,489,5003,0
kottayam,16-02-2021,471,699,4775,0
kottayam,17-02-2021,506,287,4992,2
kottayam,18-02-2021,361,403,4949,1
kottayam,19-02-2021,407,378,4978,0
kottayam,20-02-2021,267,539,4706,0
kottayam,21-02-2021,440,212,4934,0
kottayam,22-02-2021,145,861,4216,1
kottayam,23-02-2021,389,377,4228,0
kottayam,24-02-2021,354,449,4133,0
kottayam,25-02-2021,379,676,3834,2
kottayam,26-02-2021,227,548,3513,0
kottayam,27-02-2021,236,411,3338,0
kottayam,28-02-2021,363,269,3431,1
kottayam,01-03-2021,103,256,3278,0
kottayam,02-03-2021,217,200,3295,0
kottayam,03-03-2021,241,272,3262,2
kottayam,04-03-2021,224,531,2955,0
kottayam,05-03-2021,185,313,2827,0
kottayam,06-03-2021,223,370,2680,0
kottayam,07-03-2021,142,238,2583,1
kottayam,08-03-2021,80,186,2477,0
kottayam,09-03-2021,279,175,2581,0
kottayam,10-03-2021,180,281,2480,0
kottayam,11-03-2021,188,498,2170,0
kottayam,12-03-2021,127,36,2260,1
kottayam,13-03-2021,168,263,2163,1
kottayam,14-03-2021,161,169,2155,0
kottayam,15-03-2021,68,334,1889,0
kottayam,16-03-2021,217,155,1951,0
kottayam,17-03-2021,169,197,1922,1
kottayam,18-03-2021,158,105,1975,0
kottayam,19-03-2021,125,156,1942,2
kottayam,20-03-2021,164,358,1747,0
kottayam,21-03-2021,144,120,1770,1
kottayam,22-03-2021,70,115,1725,0
kottayam,23-03-2021,190,259,1656,0
kottayam,24-03-2021,191,212,1635,0
kottayam,25-03-2021,152,128,1658,1
kottayam,26-03-2021,111,145,1624,0
kottayam,27-03-2021,212,124,1709,3
kottayam,28-03-2021,139,122,1724,2
kottayam,29-03-2021,85,173,1636,0
kottayam,30-03-2021,190,131,1694,1
kottayam,31-03-2021,170,120,1743,1
kottayam,01-04-2021,199,138,1802,2
kottayam,02-04-2021,184,190,1796,0
kottayam,03-04-2021,126,174,1747,1
kottayam,04-04-2021,230,143,1834,0
kottayam,05-04-2021,164,221,1776,1
kottayam,06-04-2021,354,125,2005,0
kottayam,07-04-2021,300,230,2074,1
kottayam,08-04-2021,324,165,2230,3
kottayam,09-04-2021,417,250,2397,0
kottayam,10-04-2021,376,160,2611,2
kottayam,11-04-2021,666,176,3101,0
kottayam,12-04-2021,407,337,3171,0
kottayam,13-04-2021,629,216,3581,3
kottayam,14-04-2021,816,236,4161,0
kottayam,15-04-2021,751,253,4655,4
kottayam,16-04-2021,780,269,5163,3
kottayam,17-04-2021,1154,264,6050,2
kottayam,18-04-2021,1703,316,7435,2
kottayam,19-04-2021,973,272,8135,1
kottayam,20-04-2021,1510,330,9315,0
kottayam,21-04-2021,2140,379,11072,4
kottayam,22-04-2021,2485,540,13011,6
kottayam,23-04-2021,1986,538,14457,2
kottayam,24-04-2021,2062,694,15825,0
kottayam,25-04-2021,2666,538,17950,3
kottayam,26-04-2021,1275,286,18937,2
kottayam,27-04-2021,2970,4729,17169,9
kottayam,28-04-2021,2917,4285,15799,2
kottayam,29-04-2021,3616,6137,13278,0
kottayam,30-04-2021,2917,1804,14388,3
kottayam,01-05-2021,2515,1903,15000,0
kottayam,02-05-2021,2815,1025,16790,0
kottayam,03-05-2021,1650,1825,16615,0
kottayam,04-05-2021,2170,3890,14895,0
kottayam,05-05-2021,3432,2053,16274,0
kottayam,06-05-2021,2865,3013,16107,19
kottayam,07-05-2021,2153,3063,15197,0
kottayam,08-05-2021,2395,1404,16187,1
kottayam,09-05-2021,2324,1447,17064,0
kottayam,10-05-2021,1713,2054,16723,0
kottayam,11-05-2021,2566,1975,17314,0
kottayam,12-05-2021,2904,2171,18036,11
kottayam,13-05-2021,2771,3491,17316,0
kottayam,14-05-2021,2043,2174,17185,0
kottayam,15-05-2021,2012,2190,17007,0
kottayam,16-05-2021,1806,2461,16350,2
kottayam,17-05-2021,1349,3004,14695,0
kottayam,18-05-2021,1855,3753,12795,2
kottayam,19-05-2021,1988,2527,12252,4
kottayam,20-05-2021,1826,2502,11565,11
kottayam,21-05-2021,1760,1486,11836,3
kottayam,22-05-2021,1750,2290,11290,6
kottayam,23-05-2021,1322,1467,11112,32
kottayam,24-05-2021,1090,2298,9880,24
kottayam,25-05-2021,1555,1546,9883,6
kottayam,26-05-2021,1473,1876,9471,9
kottayam,27-05-2021,919,1344,9038,8
kottayam,28-05-2021,1128,652,9502,12
kottayam,29-05-2021,1167,954,9708,7
kottayam,30-05-2021,834,1278,9264,0
kottayam,31-05-2021,577,1635,8200,6
kottayam,01-06-2021,891,1310,7767,14
kottayam,02-06-2021,846,1358,7251,4
kottayam,03-06-2021,707,709,7239,10
kottayam,04-06-2021,636,983,6887,5
kottayam,05-06-2021,822,802,6901,6
kottayam,06-06-2021,499,989,6409,2
kottayam,07-06-2021,464,1009,5856,8
kottayam,08-06-2021,644,846,5646,8
kottayam,09-06-2021,645,830,5456,5
kottayam,10-06-2021,580,742,5289,5
kottayam,11-06-2021,662,644,5302,5
kottayam,12-06-2021,560,259,5603,0
kottayam,13-06-2021,622,846,5372,7
kottayam,14-06-2021,400,754,5014,4
kottayam,15-06-2021,442,605,4850,1
kottayam,16-06-2021,704,595,4952,7
kottayam,17-06-2021,464,831,4581,4
kottayam,18-06-2021,505,597,4488,1
kottayam,19-06-2021,640,552,4574,2
kottayam,20-06-2021,600,215,4958,1
kottayam,21-06-2021,287,834,4411,0
kottayam,22-06-2021,609,716,4304,0
kottayam,23-06-2021,547,626,4224,1
kottayam,24-06-2021,594,655,4160,3
kottayam,25-06-2021,488,463,4184,1
kottayam,26-06-2021,550,752,3981,1
kottayam,27-06-2021,428,530,3879,0
kottayam,28-06-2021,299,523,3647,8
kottayam,29-06-2021,579,447,3777,2
kottayam,30-06-2021,583,578,3780,2
kottayam,01-07-2021,504,577,3701,6
kottayam,02-07-2021,550,364,3885,2
kottayam,03-07-2021,570,425,4018,12
kottayam,04-07-2021,568,438,4148,0
kottayam,05-07-2021,355,300,4201,2
kottayam,06-07-2021,662,275,4577,11
kottayam,07-07-2021,779,497,4855,4
kottayam,08-07-2021,628,489,4993,1
kottayam,09-07-2021,683,542,5133,1
kottayam,10-07-2021,682,680,5134,1
kottayam,11-07-2021,609,390,5349,4
kottayam,12-07-2021,363,506,5200,6
kottayam,13-07-2021,826,473,5547,6
kottayam,14-07-2021,804,836,5509,6
kottayam,15-07-2021,555,644,5420,0
kottayam,16-07-2021,800,739,5480,1
kottayam,17-07-2021,890,525,5843,2
kottayam,18-07-2021,670,599,5914,0
kottayam,19-07-2021,484,539,5852,7
kottayam,20-07-2021,1101,525,6426,2
kottayam,21-07-2021,996,664,6756,1
kottayam,22-07-2021,763,937,6582,0
kottayam,23-07-2021,1053,659,6973,3
kottayam,24-07-2021,760,684,7047,2
kottayam,25-07-2021,833,495,7377,8
kottayam,26-07-2021,540,999,6914,4
kottayam,27-07-2021,1136,801,7231,17
kottayam,28-07-2021,1067,821,7469,8
kottayam,29-07-2021,1000,1148,7313,8
kottayam,30-07-2021,1030,740,7600,3
kottayam,31-07-2021,1111,841,7869,1
kottayam,01-08-2021,963,693,8124,14
kottayam,02-08-2021,673,884,7901,12
kottayam,03-08-2021,1241,877,8255,10
kottayam,04-08-2021,1208,1045,8417,1
kottayam,05-08-2021,1077,949,8537,8
kottayam,06-08-2021,963,993,8489,18
kottayam,07-08-2021,995,1271,8210,3
kottayam,08-08-2021,942,790,8355,7
kottayam,09-08-2021,597,1264,7688,0
kottayam,10-08-2021,1245,863,8065,5
kottayam,11-08-2021,1227,1301,7988,3
kottayam,12-08-2021,1188,1064,8105,7
kottayam,13-08-2021,1032,957,8177,3
kottayam,14-08-2021,900,753,8312,12
kottayam,15-08-2021,929,672,8568,1
kottayam,16-08-2021,647,1228,7983,4
kottayam,17-08-2021,1155,1088,8050,0
kottayam,18-08-2021,1133,1226,7951,6
kottayam,19-08-2021,925,1447,7416,13
kottayam,20-08-2021,1115,802,7722,7
kottayam,21-08-2021,1040,1027,7732,3
kottayam,22-08-2021,415,880,7265,2
kottayam,23-08-2021,699,786,7178,0
kottayam,24-08-2021,1474,1099,7544,9
kottayam,25-08-2021,2050,850,8738,6
kottayam,26-08-2021,1992,1158,9564,8
kottayam,27-08-2021,1877,745,10692,4
kottayam,28-08-2021,1680,476,11875,21
kottayam,29-08-2021,1830,493,13207,4
kottayam,30-08-2021,1007,1601,12603,10
kottayam,31-08-2021,1938,1428,13112,1
kottayam,01-09-2021,2263,2046,13323,6
kottayam,02-09-2021,2121,1822,13616,6
kottayam,03-09-2021,1805,2834,12587,0
kottayam,04-09-2021,2080,1857,12803,7
kottayam,05-09-2021,1662,2735,11729,1
kottayam,06-09-2021,1020,2555,10190,4
kottayam,07-09-2021,1814,1457,10536,11
kottayam,08-09-2021,2214,2198,10548,4
kottayam,09-09-2021,1580,2145,9974,9
kottayam,10-09-2021,1565,1451,10077,11
kottayam,11-09-2021,1176,1463,9786,4
kottayam,12-09-2021,1780,1611,9950,5
kottayam,13-09-2021,1027,2234,8737,6
kottayam,14-09-2021,1043,1558,8216,6
kottayam,15-09-2021,1702,1485,8432,1
kottayam,16-09-2021,1212,1831,7805,8
kottayam,17-09-2021,1431,1400,7824,10
kottayam,18-09-2021,1013,1145,7662,30
kottayam,19-09-2021,1288,1434,7490,26
kottayam,20-09-2021,1396,1482,7404,0
kottayam,21-09-2021,1632,1460,7565,11
kottayam,22-09-2021,1682,1236,8008,3
kottayam,23-09-2021,1545,1667,7874,12
kottayam,24-09-2021,1367,1216,8021,4
kottayam,25-09-2021,1117,1605,7529,4
kottayam,26-09-2021,1486,1407,7603,5
kottayam,27-09-2021,870,1646,6822,5
kottayam,28-09-2021,768,1234,6351,5
kottayam,29-09-2021,886,1240,5994,3
kottayam,30-09-2021,1259,1355,5897,1
kottayam,01-10-2021,896,1318,5474,1
kottayam,02-10-2021,997,1077,5390,4
kottayam,03-10-2021,894,1014,5267,3
kottayam,04-10-2021,591,1094,4761,3
kottayam,05-10-2021,806,977,4582,8
kottayam,06-10-2021,840,1037,4378,7
kottayam,07-10-2021,735,1011,4082,20
kottayam,08-10-2021,906,913,4070,5
kottayam,09-10-2021,569,867,3766,6
kottayam,10-10-2021,872,846,3787,5
kottayam,11-10-2021,466,990,3246,17
kottayam,12-10-2021,652,753,3128,17
kottayam,13-10-2021,925,781,3262,10
kottayam,14-10-2021,838,772,3316,12
kottayam,15-10-2021,622,680,3257,1
kottayam,16-10-2021,514,577,3193,1
kottayam,17-10-2021,627,546,3269,5
kottayam,18-10-2021,350,1079,2540,0
kottayam,19-10-2021,765,605,2693,7
kottayam,20-10-2021,848,858,2667,16
kottayam,21-10-2021,659,673,2651,2
kottayam,22-10-2021,731,491,2887,4
kottayam,23-10-2021,592,569,2905,5
kottayam,24-10-2021,777,801,2876,5
kottayam,25-10-2021,340,718,2492,6
kottayam,26-10-2021,762,113,3078,63
kottayam,27-10-2021,840,251,3662,5
kottayam,28-10-2021,580,101,4136,5
kottayam,29-10-2021,597,212,4513,8
kottayam,30-10-2021,562,61,5005,9
kottayam,31-10-2021,506,155,5351,5
kottayam,01-11-2021,228,502,5073,4
kottayam,02-11-2021,673,990,4755,1
kottayam,03-11-2021,616,1021,4350,0
kottayam,04-11-2021,616,438,4514,14
kottayam,05-11-2021,422,255,4681,0
kottayam,06-11-2021,508,591,4558,40
kottayam,07-11-2021,517,644,4431,0
kottayam,08-11-2021,300,454,4207,70
kottayam,09-11-2021,521,651,4049,28
kottayam,10-11-2021,812,212,4620,29
kottayam,11-11-2021,560,600,4580,0
kottayam,12-11-2021,477,638,4405,14
kottayam,13-11-2021,515,546,4374,0
kottayam,14-11-2021,383,462,4287,8
kottayam,15-11-2021,226,487,4026,0
kottayam,16-11-2021,624,494,4154,2
kottayam,17-11-2021,700,438,4416,0
kottayam,18-11-2021,570,365,4616,5
kottayam,19-11-2021,446,727,4335,0
kottayam,20-11-2021,488,473,4350,0
kottayam,21-11-2021,343,526,4159,8
kottayam,22-11-2021,228,816,3571,0
kottayam,23-11-2021,476,264,3758,25
kottayam,24-11-2021,327,235,3764,86
kottayam,25-11-2021,555,219,4016,84
kottayam,26-11-2021,369,786,3541,58
kottayam,27-11-2021,357,500,3338,60
kottayam,28-11-2021,319,471,3181,5
kottayam,29-11-2021,198,584,2778,17
kottayam,30-11-2021,271,385,2664,0
kottayam,01-12-2021,518,262,2920,0
kottayam,02-12-2021,295,285,2919,11
kottayam,03-12-2021,532,277,3165,9
kottayam,04-12-2021,347,284,3220,8
kottayam,05-12-2021,484,351,3350,3
kottayam,06-12-2021,286,461,3133,42
kottayam,07-12-2021,375,564,2885,59
kottayam,08-12-2021,453,44,3261,33
kottayam,09-12-2021,317,318,3222,38
kottayam,10-12-2021,332,419,3123,12
kottayam,11-12-2021,312,370,3028,37
kottayam,12-12-2021,242,375,2824,71
kottayam,13-12-2021,147,456,2425,90
kottayam,14-12-2021,323,302,2443,3
kottayam,15-12-2021,364,180,2612,15
kottayam,16-12-2021,262,374,2499,1
kottayam,17-12-2021,262,561,2164,36
kottayam,18-12-2021,300,216,2246,2
kottayam,19-12-2021,232,353,2123,2
kottayam,20-12-2021,177,422,1816,62
kottayam,21-12-2021,310,193,1914,19
kottayam,22-12-2021,253,131,2000,36
kottayam,23-12-2021,258,197,2051,10
kottayam,24-12-2021,202,373,1878,2
kottayam,25-12-2021,177,260,1795,0
kottayam,26-12-2021,96,347,1541,3
kottayam,27-12-2021,130,328,1237,106
kottayam,28-12-2021,203,79,1354,7
kottayam,29-12-2021,332,121,1517,48
kottayam,30-12-2021,195,183,1527,2
kottayam,31-12-2021,224,380,1369,2
kottayam,01-01-2022,153,244,1274,4
kottayam,02-01-2022,182,286,1154,16
kottayam,03-01-2022,199,201,1138,14
kottayam,04-01-2022,352,15,1458,17
kottayam,05-01-2022,315,50,1715,8
kottayam,06-01-2022,326,182,1826,33
kottayam,07-01-2022,289,283,1808,24
kottayam,08-01-2022,319,165,1955,7
kottayam,09-01-2022,364,192,2120,7
kottayam,10-01-2022,447,187,2345,35
kottayam,11-01-2022,587,37,2880,15
kottayam,12-01-2022,941,332,3489,0
kottayam,13-01-2022,913,391,4011,0
kottayam,14-01-2022,1103,313,4797,4
kottayam,15-01-2022,1194,303,5688,0
kottayam,16-01-2022,1377,305,6757,3
kottayam,17-01-2022,1476,308,7923,2
kottayam,18-01-2022,1758,159,9510,12
kottayam,19-01-2022,2333,694,11133,16
kottayam,20-01-2022,3091,3300,10901,23
kottayam,21-01-2022,3182,966,13071,46
kottayam,22-01-2022,3053,1021,15103,0
kottayam,23-01-2022,2216,1225,16091,3
kottayam,24-01-2022,1900,1365,16626,0
kottayam,25-01-2022,3672,1706,18591,1
